rank,name,title,status,commits,description,last_updated,last_checked,builder,has_screenshots,has_icon,has_prompts,prompt_count,repo_url,landing_url,categories
258,niya,Niya,Active,6,Play the classic 2048 game and share your score!,2025-11-20T17:06:46Z,2025-11-24T23:14:32.222489,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/niya,https://niya.miniapp-factory.marketplace.openxai.network,"Puzzle, Social"
719,no-loss-prediction-market-dapp,No Loss Prediction Market Dapp,Active,4,Create a no-loss prediction market dApp on Base where users stake USDC on outcomes but get their stake back if wrong – winners split the losers,2025-11-21T00:23:15Z,2025-11-25T18:12:02.629203,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/no-loss-prediction-market-dapp,https://no-loss-prediction-market-dapp.miniapp-factory.marketplace.openxai.network,Game
720,nodehealth,Nodehealth,Active,4,Node Health Monitor is a Mini App that tracks the performance and status of blockchain nodes in real time.,2025-11-21T08:52:22Z,2025-11-25T18:12:02.629203,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/nodehealth,https://nodehealth.miniapp-factory.marketplace.openxai.network,"Alert, Crypto, Fitness, Health, Tracker"
115,note-keeper,Note Keeper,Active,16,"A clean, minimal two‑column notes editor with search, pin, archive, and rich‑text formatting.",2025-11-21T07:30:47Z,2025-11-24T23:14:32.222489,,Yes,Yes,Yes,6,https://github.com/miniapp-factory/note-keeper,https://note-keeper.miniapp-factory.marketplace.openxai.network,Generator
941,novtaz97,Novtaz97,Active,1,An AI-powered tool that helps with mini app factory app.,2025-11-21T10:50:39Z,2025-11-25T18:12:02.629203,,Yes,Yes,No,0,https://github.com/miniapp-factory/novtaz97,https://novtaz97.miniapp-factory.marketplace.openxai.network,AI
,number-tapping-sequence,Number Tapping Sequence,Pending,,,,,,,,,,https://github.com/miniapp-factory/number-tapping-sequence,https://number-tapping-sequence.miniapp-factory.marketplace.openxai.network,
87,numbermergemini,Numbermergemini,Active,4,An app that links people by hobby or interest.,2025-11-23T03:03:51Z,2025-11-24T17:07:36.212532,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/numbermergemini,https://numbermergemini.miniapp-factory.marketplace.openxai.network,Other
721,nxp,Nxp,Active,4,An AI-powered mini app built with the Mini App Factory.,2025-11-22T01:38:38Z,2025-11-25T18:12:02.629203,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/nxp,https://nxp.miniapp-factory.marketplace.openxai.network,AI
259,oh-who-is-u,Oh Who Is U,Active,6,Answer niche questions to generate a personalized YouTube Music or Spotify playlist.,2025-11-22T09:14:23Z,2025-11-24T23:52:11.501898,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/oh-who-is-u,https://oh-who-is-u.miniapp-factory.marketplace.openxai.network,Game
722,ok,Ok,Active,4,"This app converts every base cryptocurrency into your local currency, providing real‑time conversion and insights.",2025-11-21T05:02:25Z,2025-11-25T18:12:02.629203,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/ok,https://ok.miniapp-factory.marketplace.openxai.network,Crypto
723,oken-unlock-schedule-lite,Oken Unlock Schedule Lite,Active,4,Token Unlock Schedule Lite provides users with a simple view of upcoming token unlock events.,2025-11-21T13:41:55Z,2025-11-25T18:12:02.629203,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/oken-unlock-schedule-lite,https://oken-unlock-schedule-lite.miniapp-factory.marketplace.openxai.network,Game
724,okitel,Okitel,Active,4,"Fold, twist, and distort reality by manipulating your dreams in the DreamFolding Atlas.",2025-11-20T23:21:49Z,2025-11-25T18:12:02.629203,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/okitel,https://okitel.miniapp-factory.marketplace.openxai.network,Utility
725,okx,Okx,Active,4,"A free, easy, and profitable application built with the Mini App Factory.",2025-11-20T19:01:35Z,2025-11-25T18:12:47.471056,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/okx,https://okx.miniapp-factory.marketplace.openxai.network,Utility
,omega,Omega,Inactive,6,Omega mini app on Mini App Factory,2025-11-25T13:40:08Z,2025-11-26T13:38:44.562365,,Yes,Yes,No,0,https://github.com/miniapp-factory/omega,https://omega.miniapp-factory.marketplace.openxai.network,Inactive
,omni-base,Omni Base,Pending,,,,,,,,,,https://github.com/miniapp-factory/omni-base,https://omni-base.miniapp-factory.marketplace.openxai.network,
28,omor09,Omor09,Active,4,A demo application built using the Mini App Factory template.,2025-11-23T18:23:27Z,2025-11-24T16:30:55.398786,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/omor09,https://omor09.miniapp-factory.marketplace.openxai.network,Other
726,on-chainactivitymonitor,On Chainactivitymonitor,Active,4,On-Chain Activity Monitor is a Mini App that tracks significant blockchain transactions and wallet activity in real time.,2025-11-20T18:34:46Z,2025-11-25T18:12:47.471056,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/on-chainactivitymonitor,https://on-chainactivitymonitor.miniapp-factory.marketplace.openxai.network,"Alert, Crypto, Portfolio, Tracker, Trading"
727,on-chainreputationscore,On Chainreputationscore,Active,4,"On-Chain Reputation Score evaluates blockchain addresses based on their transaction history and activity, providing a clear “trustworthiness” metric.",2025-11-20T21:04:14Z,2025-11-25T18:12:47.471056,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/on-chainreputationscore,https://on-chainreputationscore.miniapp-factory.marketplace.openxai.network,Game
,one-minute-escape-room,One Minute Escape Room,Pending,,,,,,,,,,https://github.com/miniapp-factory/one-minute-escape-room,https://one-minute-escape-room.miniapp-factory.marketplace.openxai.network,
728,oopti,Oopti,Active,4,A simple Python countdown timer that counts down from a specified number of seconds.,2025-11-21T16:13:54Z,2025-11-25T18:12:47.471056,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/oopti,https://oopti.miniapp-factory.marketplace.openxai.network,Utility
729,open,Open,Active,4,A simple calculator that performs basic arithmetic operations.,2025-11-21T11:03:04Z,2025-11-25T18:12:47.471056,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/open,https://open.miniapp-factory.marketplace.openxai.network,Utility
905,open-tech,Open Tech,Active,2,"Slot machine with 3 columns and 3 rows, each slot contains one fruit.",2025-11-21T05:18:29Z,2025-11-25T18:12:47.471056,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/open-tech,https://open-tech.miniapp-factory.marketplace.openxai.network,"Casino, Social"
906,openaxi,Openaxi,Active,2,"Allows someone to find out which animal (cat, dog, fox, hamster, horse) they are most similar to by answering 5 multiple.",2025-11-20T18:46:47Z,2025-11-25T18:13:58.768299,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/openaxi,https://openaxi.miniapp-factory.marketplace.openxai.network,"Education, Quiz, Social"
,openx,Openx,Pending,,,,,,,,,,https://github.com/miniapp-factory/openx,https://openx.miniapp-factory.marketplace.openxai.network,
23,openx-burn-checker,Openx Burn Checker,Active,17,This app monitors $OPENX token burn events for contract 0xa66b448f97cbf58d12f00711c02bac2d9eac6f7f.,2025-11-23T09:18:50Z,2025-11-24T17:07:36.212532,,Yes,Yes,Yes,7,https://github.com/miniapp-factory/openx-burn-checker,https://openx-burn-checker.miniapp-factory.marketplace.openxai.network,Game
242,openxai,Openxai,Active,7,Guess the daily five-letter word in six tries. Share your results!,2025-11-22T20:36:58Z,2025-11-24T23:14:32.222489,,Yes,Yes,Yes,3,https://github.com/miniapp-factory/openxai,https://openxai.miniapp-factory.marketplace.openxai.network,"Game, Social"
,oracle,Oracle,Inactive,0,Oracle mini app on Mini App Factory,2025-11-26T13:16:21.731676,2025-11-26T13:38:44.562365,,Yes,Yes,No,0,https://github.com/miniapp-factory/oracle,https://oracle.miniapp-factory.marketplace.openxai.network,Inactive
,orb-runner,Orb Runner,Pending,,,,,,,,,,https://github.com/miniapp-factory/orb-runner,https://orb-runner.miniapp-factory.marketplace.openxai.network,
730,orderbooklens,Orderbooklens,Active,4,A real‑time visual order book and liquidity heatmap that highlights major liquidity clusters and walls for quick insight.,2025-11-20T19:06:51Z,2025-11-25T18:13:58.768299,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/orderbooklens,https://orderbooklens.miniapp-factory.marketplace.openxai.network,Utility
314,origin,Origin,Active,5,A fintech mini app that checks token holder funding origins for anomalies.,2025-11-20T23:12:34Z,2025-11-25T18:13:58.768299,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/origin,https://origin.miniapp-factory.marketplace.openxai.network,Card Game
134,oxb,Oxb,Active,10,A real‑time crypto prediction game where players bet on BTC or ETH dominance.,2025-11-21T19:16:57Z,2025-11-24T23:14:32.222489,,Yes,Yes,Yes,4,https://github.com/miniapp-factory/oxb,https://oxb.miniapp-factory.marketplace.openxai.network,"Game, Social"
,packman-mania,Packman Mania,Pending,,,,,,,,,,https://github.com/miniapp-factory/packman-mania,https://packman-mania.miniapp-factory.marketplace.openxai.network,
731,pandorra,Pandorra,Active,4,Discover which animal you are most similar to with our fun quiz!,2025-11-20T15:57:11Z,2025-11-25T18:13:58.768299,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/pandorra,https://pandorra.miniapp-factory.marketplace.openxai.network,"Education, Quiz, Social"
29,paradixpips,Paradixpips,Active,4,An app that provides Web3 wallet connectivity and real‑time liquidation indicator data.,2025-11-23T16:05:38Z,2025-11-24T16:30:55.398786,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/paradixpips,https://paradixpips.miniapp-factory.marketplace.openxai.network,"Crypto, Portfolio"
732,parasiteve,Parasiteve,Active,4,Play 2048 in the Mini App Factory!,2025-11-20T15:10:00Z,2025-11-25T18:13:58.768299,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/parasiteve,https://parasiteve.miniapp-factory.marketplace.openxai.network,"Puzzle, Social"
88,parkingpuzzlemini,Parkingpuzzlemini,Active,4,This app writes stories and plot twists from prompts.,2025-11-23T03:07:26Z,2025-11-24T17:07:36.212532,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/parkingpuzzlemini,https://parkingpuzzlemini.miniapp-factory.marketplace.openxai.network,Puzzle
,parziv4l,Parziv4L,Pending,,,,,,,,,,https://github.com/miniapp-factory/parziv4l,https://parziv4l.miniapp-factory.marketplace.openxai.network,
733,password-strengthchecker,Password Strengthchecker,Active,4,Analyzes password security.,2025-11-22T08:38:29Z,2025-11-25T18:13:58.768299,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/password-strengthchecker,https://password-strengthchecker.miniapp-factory.marketplace.openxai.network,Utility
734,patternpredictor,Patternpredictor,Active,4,Predict patterns with ease using our mini app.,2025-11-22T08:40:03Z,2025-11-25T18:13:58.768299,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/patternpredictor,https://patternpredictor.miniapp-factory.marketplace.openxai.network,Utility
735,pedrocik,Pedrocik,Active,4,A simple risk assessment tool for trading positions.,2025-11-20T17:45:48Z,2025-11-25T18:13:58.768299,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/pedrocik,https://pedrocik.miniapp-factory.marketplace.openxai.network,"Finance, Game"
736,pengu,Pengu,Active,4,Play the fruit slot machine and share your wins!,2025-11-20T16:36:03Z,2025-11-25T18:13:58.768299,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/pengu,https://pengu.miniapp-factory.marketplace.openxai.network,"Casino, Social"
907,perligos,Perligos,Active,2,"Allows someone to find out which animal (cat, dog, fox, hamster, horse) they are most similar to by answering 5 multiple.",2025-11-21T02:32:48Z,2025-11-25T18:13:58.768299,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/perligos,https://perligos.miniapp-factory.marketplace.openxai.network,"Education, Quiz, Social"
111,personal-assisstant,Personal Assisstant,Active,17,A simple hello mini app that greets the user.,2025-11-21T17:40:05Z,2025-11-24T23:14:32.222489,,Yes,Yes,Yes,8,https://github.com/miniapp-factory/personal-assisstant,https://personal-assisstant.miniapp-factory.marketplace.openxai.network,"Puzzle, Social"
737,personal-expensetracker,Personal Expensetracker,Active,4,Logs expenses and categorizes them.,2025-11-22T08:37:51Z,2025-11-25T18:13:58.768299,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/personal-expensetracker,https://personal-expensetracker.miniapp-factory.marketplace.openxai.network,Tracker
738,personal-to-domanager,Personal To Domanager,Active,4,Organizes tasks and deadlines.,2025-11-22T04:17:40Z,2025-11-25T18:13:58.768299,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/personal-to-domanager,https://personal-to-domanager.miniapp-factory.marketplace.openxai.network,Utility
739,petadvisor,Petadvisor,Active,4,An app that provides tips for caring for your pets.,2025-11-22T15:44:52Z,2025-11-25T18:15:17.413286,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/petadvisor,https://petadvisor.miniapp-factory.marketplace.openxai.network,Utility
260,php-money-scanner,Php Money Scanner,Active,6,Play a simple Snake.io game built with React and TypeScript.,2025-11-22T09:12:02Z,2025-11-24T23:52:11.501898,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/php-money-scanner,https://php-money-scanner.miniapp-factory.marketplace.openxai.network,"Classic, Finance"
39,ping-pong-wall,Ping Pong Wall,Active,8,Find out which animal you are most similar to with our fun quiz!,2025-11-23T02:46:32Z,2025-11-24T17:07:36.212532,,Yes,Yes,Yes,3,https://github.com/miniapp-factory/ping-pong-wall,https://ping-pong-wall.miniapp-factory.marketplace.openxai.network,"Education, Quiz, Social"
112,pixel-meme-wars,Pixel Meme Wars,Active,17,A collaborative onchain pixel canvas where communities compete to shape a shared piece of pixel art on Base.,2025-11-20T23:19:56Z,2025-11-24T23:14:32.222489,,Yes,Yes,Yes,7,https://github.com/miniapp-factory/pixel-meme-wars,https://pixel-meme-wars.miniapp-factory.marketplace.openxai.network,"Game, Social"
,pixel-rush,Pixel Rush,Pending,,,,,,,,,,https://github.com/miniapp-factory/pixel-rush,https://pixel-rush.miniapp-factory.marketplace.openxai.network,
,plantopedia,Plantopedia,Pending,,,,,,,,,,https://github.com/miniapp-factory/plantopedia,https://plantopedia.miniapp-factory.marketplace.openxai.network,
89,platformjumper,Platformjumper,Active,4,A modular Next.js application template powered by the Mini App Factory.,2025-11-23T02:31:13Z,2025-11-24T17:07:36.212532,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/platformjumper,https://platformjumper.miniapp-factory.marketplace.openxai.network,Utility
740,play-to-earn,Play To Earn,Active,4,Spin the slot machine and win fruit combos!,2025-11-21T11:37:10Z,2025-11-25T18:15:17.413286,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/play-to-earn,https://play-to-earn.miniapp-factory.marketplace.openxai.network,"Casino, Social"
261,plopmenz,Plopmenz,Active,6,Find out which animal you are most similar to with our fun quiz!,2025-11-21T18:23:50Z,2025-11-24T23:52:11.501898,,Yes,Yes,Yes,2,https://github.com/miniapp-factory/plopmenz,https://plopmenz.miniapp-factory.marketplace.openxai.network,"Education, Quiz, Social"
741,pomodoro-timerwith-gamification,Pomodoro Timerwith Gamification,Active,4,This app rewards users as they complete sessions.,2025-11-22T04:22:31Z,2025-11-25T18:15:17.413286,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/pomodoro-timerwith-gamification,https://pomodoro-timerwith-gamification.miniapp-factory.marketplace.openxai.network,Utility
5,pong,Pong,Active,4,Classic Ping Pong game.,2025-11-23T19:44:05Z,2025-11-24T16:30:55.398786,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/pong,https://pong.miniapp-factory.marketplace.openxai.network,Classic
742,poolscoop,Poolscoop,Active,4,"Discover newly created liquidity pools on DEXs before they pump. High risk, high reward.",2025-11-20T19:19:35Z,2025-11-25T18:15:17.413286,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/poolscoop,https://poolscoop.miniapp-factory.marketplace.openxai.network,"Alert, Crypto, DeFi, Social"
119,popping-balloons,Popping Balloons,Active,14,"A playful app where balloons float, pop with sound and light, and release colorful liquids.",2025-11-20T19:46:11Z,2025-11-24T23:14:32.222489,,Yes,Yes,Yes,5,https://github.com/miniapp-factory/popping-balloons,https://popping-balloons.miniapp-factory.marketplace.openxai.network,Game
743,portable-gpt,Portable Gpt,Active,4,Find out which animal you are most similar to with our fun quiz!,2025-11-22T11:40:26Z,2025-11-25T18:15:17.413286,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/portable-gpt,https://portable-gpt.miniapp-factory.marketplace.openxai.network,"AI, Education, Quiz, Social"
315,portfolio-allocation-planner,Portfolio Allocation Planner,Active,5,A simple app to manually plan crypto portfolio allocations.,2025-11-21T14:12:17Z,2025-11-25T18:15:17.413286,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/portfolio-allocation-planner,https://portfolio-allocation-planner.miniapp-factory.marketplace.openxai.network,Game
